temperature,humidity,light_level,hour_of_day,thermal_comfort,luminosity_comfort
12.06,57.47,124,16,cold,too_dark
14.25,28.12,36,13,cold,too_dark
16.2,52.94,521,6,cold,too_bright
25.55,23.9,504,16,neutral,neutral
30.64,64.41,297,9,hot,too_dark
17.57,43.77,945,3,cold,too_bright
28.75,38.36,261,16,hot,too_dark
29.85,68.52,0,10,hot,too_dark
16.01,62.15,99,15,cold,too_dark
27.21,57.41,741,13,hot,neutral
30.57,91.9,569,2,hot,too_bright
28.42,65.71,193,1,hot,too_bright
20.91,45.67,234,2,neutral,too_bright
29.06,63.03,244,5,hot,neutral
24.79,50.13,423,5,neutral,too_bright
22.91,78.01,708,22,neutral,too_bright
29.69,58.83,612,18,hot,neutral
29.69,61.0,791,21,hot,too_bright
24.29,30.07,29,11,neutral,too_dark
14.07,54.65,599,7,cold,neutral
19.56,53.05,818,9,neutral,neutral
30.16,40.61,239,20,hot,too_bright
20.87,50.13,595,8,neutral,neutral
27.46,61.63,0,15,hot,too_dark
13.26,53.72,917,3,cold,too_bright
27.21,31.62,803,23,hot,too_bright
14.08,48.62,631,15,cold,neutral
19.14,47.63,640,23,cold,too_bright
18.79,58.11,698,7,cold,neutral
14.53,55.9,421,14,cold,neutral
25.19,47.16,983,6,hot,too_bright
18.31,47.96,247,11,neutral,too_dark
10.35,55.36,830,7,cold,too_bright
21.42,67.36,768,3,neutral,too_bright
22.2,59.35,836,10,neutral,too_bright
31.07,79.97,80,12,hot,too_dark
28.29,71.7,442,3,hot,too_bright
20.46,74.53,672,9,neutral,neutral
25.0,78.47,696,2,hot,too_bright
30.82,80.96,716,15,hot,neutral
23.09,40.57,694,7,neutral,neutral
14.38,64.63,210,2,cold,neutral
16.8,71.71,864,12,cold,too_bright
17.07,74.2,525,20,cold,too_bright
24.86,45.72,1023,23,neutral,too_bright
23.69,68.07,563,23,neutral,too_bright
11.76,54.29,550,4,cold,too_bright
28.64,77.67,627,5,hot,too_bright
18.07,34.16,865,21,cold,too_bright
24.34,41.65,962,15,neutral,too_bright
19.97,26.43,574,13,cold,neutral
30.31,56.69,590,19,hot,neutral
31.03,89.78,81,1,hot,neutral
31.09,52.77,93,13,hot,too_dark
13.26,56.79,805,13,cold,too_bright
17.97,63.0,379,22,cold,too_bright
22.95,48.64,413,11,neutral,neutral
15.57,61.58,657,12,cold,neutral
31.31,59.98,179,19,hot,too_dark
10.08,39.79,338,6,cold,too_bright
15.76,52.14,32,1,cold,neutral
15.95,66.53,801,11,cold,too_bright
31.51,69.02,499,14,hot,neutral
19.4,75.77,174,11,neutral,too_dark
24.98,60.9,622,16,neutral,neutral
21.02,57.99,175,6,neutral,neutral
23.38,60.34,799,0,neutral,too_bright
18.48,46.32,294,18,cold,too_dark
26.36,46.73,267,20,hot,neutral
12.21,52.72,913,14,cold,too_bright
15.5,37.2,768,7,cold,too_bright
17.19,59.1,688,8,cold,too_bright
25.77,70.04,648,11,hot,too_bright
14.31,42.51,509,10,cold,neutral
14.64,62.92,144,5,cold,neutral
20.61,43.74,303,8,neutral,too_dark
22.96,43.87,978,7,neutral,too_bright
15.25,84.83,966,10,cold,too_bright
29.72,41.56,711,9,hot,neutral
24.43,34.83,923,12,neutral,too_bright
20.54,60.9,833,19,neutral,neutral
15.88,61.63,416,7,cold,neutral
12.28,64.36,758,1,cold,too_bright
18.63,85.57,769,19,neutral,neutral
30.56,45.89,142,4,hot,neutral
21.26,46.93,946,22,neutral,too_bright
19.52,77.29,501,12,cold,neutral
30.43,69.23,286,12,hot,too_dark
27.46,65.5,474,9,hot,neutral
30.78,46.45,329,17,hot,neutral
34.05,70.31,325,15,hot,neutral
30.78,67.79,550,22,hot,too_bright
22.15,54.27,1023,0,neutral,too_bright
14.33,43.98,411,4,cold,too_bright
19.61,55.01,240,6,neutral,neutral
13.63,79.41,800,4,cold,too_bright
16.5,35.57,242,22,cold,neutral
23.26,41.24,513,1,neutral,too_bright
35.21,47.14,198,2,hot,neutral
13.15,50.63,209,10,cold,too_dark
26.82,49.7,249,6,hot,too_bright
29.64,68.21,367,7,hot,neutral
22.69,64.47,999,14,neutral,too_bright
23.68,56.68,685,13,neutral,neutral
28.92,59.97,696,20,hot,too_bright
28.51,65.49,53,10,hot,too_dark
29.26,27.86,0,22,hot,neutral
10.25,71.5,313,4,cold,too_bright
10.42,43.55,931,4,cold,too_bright
28.13,48.56,26,9,hot,too_dark
14.52,59.32,820,2,cold,too_bright
32.88,53.77,809,0,hot,too_bright
14.67,60.02,243,8,cold,too_dark
32.2,58.36,96,12,hot,too_dark
27.55,47.79,166,6,hot,neutral
21.41,76.3,100,6,neutral,too_bright
14.34,66.98,870,2,cold,too_bright
14.76,60.11,808,2,cold,too_bright
23.26,64.42,709,21,neutral,too_bright
22.76,41.0,79,1,neutral,neutral
23.53,87.53,998,16,cold,neutral
14.57,37.43,749,17,neutral,too_bright
15.37,57.66,820,4,cold,too_bright
23.62,49.67,381,5,neutral,too_bright
13.81,46.63,167,8,cold,too_dark
30.58,45.42,816,15,hot,too_bright
30.06,42.57,61,0,hot,neutral
15.11,73.04,144,19,cold,too_dark
22.52,34.6,137,8,neutral,too_dark
14.37,68.24,112,11,cold,too_dark
27.6,66.31,569,21,hot,too_bright
24.5,51.51,252,3,neutral,too_bright
29.37,63.54,956,22,hot,too_bright
22.49,52.06,955,14,neutral,too_bright
20.03,37.24,219,10,neutral,too_dark
23.0,39.72,832,1,neutral,too_bright
22.21,64.2,27,1,neutral,neutral
28.28,65.89,306,19,hot,too_dark
18.92,60.58,652,9,neutral,neutral
24.62,49.95,228,18,neutral,too_dark
21.23,51.15,34,19,neutral,too_dark
30.93,49.28,99,9,hot,too_dark
16.0,25.51,681,7,cold,neutral
20.44,55.81,201,6,neutral,too_bright
22.04,62.67,236,15,neutral,too_dark
25.08,53.26,230,17,neutral,too_dark
27.44,86.27,918,8,hot,too_bright
29.31,41.04,878,13,hot,too_bright
23.18,43.4,836,12,neutral,too_bright
15.53,61.1,12,3,cold,neutral
10.97,57.66,266,12,cold,too_dark
26.92,28.14,900,18,hot,too_bright
38.01,64.22,529,23,hot,too_bright
25.83,57.8,24,8,hot,too_dark
21.49,22.54,194,5,cold,neutral
27.3,56.12,850,21,neutral,too_bright
21.92,44.62,909,22,neutral,too_bright
28.5,47.96,417,19,hot,neutral
29.39,30.83,152,8,hot,too_dark
31.06,61.85,54,6,hot,neutral
26.73,78.93,261,14,hot,too_dark
25.66,60.05,785,6,neutral,too_bright
12.52,21.18,838,18,cold,neutral
22.71,58.07,229,9,neutral,too_dark
22.81,50.8,1005,7,cold,too_bright
12.31,40.53,924,19,cold,too_bright
18.93,56.77,959,8,neutral,too_bright
13.0,69.67,786,3,cold,too_bright
33.91,45.66,626,19,hot,neutral
32.35,30.2,1008,7,hot,too_bright
24.83,23.93,688,15,neutral,neutral
22.78,45.99,850,15,neutral,too_bright
32.66,51.79,398,1,hot,too_bright
15.68,46.36,295,0,cold,too_bright
25.38,44.88,607,19,neutral,neutral
20.53,66.96,441,1,neutral,too_bright
24.12,58.92,412,7,hot,neutral
23.67,59.0,746,18,neutral,neutral
16.74,66.96,621,4,cold,too_bright
26.21,44.71,323,12,hot,neutral
19.14,35.53,305,2,neutral,too_bright
23.47,43.65,540,13,neutral,neutral
29.28,46.81,330,17,hot,too_dark
16.52,21.69,217,5,cold,neutral
20.37,48.85,181,6,neutral,too_bright
14.56,69.54,656,12,cold,neutral
23.84,68.11,403,18,neutral,neutral
26.07,61.73,334,13,hot,neutral
10.85,55.73,132,16,cold,too_dark
26.02,74.91,55,9,hot,too_dark
19.35,39.97,736,3,neutral,too_bright
15.78,41.96,994,23,cold,too_bright
16.18,71.23,336,19,cold,too_dark
30.21,56.6,856,1,hot,too_bright
31.59,44.96,663,6,hot,too_bright
26.38,60.61,300,9,hot,too_dark
17.25,49.18,602,1,neutral,too_bright
19.71,41.84,102,20,neutral,too_bright
30.29,36.79,338,4,hot,too_bright
13.7,59.04,802,4,cold,too_bright
15.51,54.7,888,7,cold,too_bright
15.22,75.29,190,22,cold,neutral
22.25,50.15,906,5,neutral,too_bright
35.23,50.24,659,10,hot,neutral
8.04,74.92,236,16,cold,neutral
28.87,70.84,790,3,hot,too_bright
13.5,56.94,882,2,cold,too_bright
30.34,30.74,270,2,hot,too_bright
20.64,42.91,143,4,neutral,neutral
9.96,41.6,273,7,cold,too_dark
9.67,51.25,758,22,cold,too_bright
28.83,49.97,77,22,hot,neutral
11.11,77.81,270,13,cold,too_dark
21.09,29.87,303,22,neutral,too_bright
13.2,36.78,17,0,cold,neutral
13.93,56.9,611,13,cold,neutral
20.32,60.74,804,10,neutral,neutral
31.05,20.0,170,2,hot,neutral
9.47,29.29,912,13,cold,neutral
18.87,47.21,925,10,neutral,too_bright
28.23,76.69,910,18,hot,too_bright
29.73,84.37,724,10,hot,neutral
21.72,45.81,478,10,neutral,neutral
21.62,52.8,259,5,neutral,too_bright
28.36,43.69,932,11,hot,too_bright
16.65,61.29,526,1,cold,too_bright
21.32,78.5,496,13,neutral,neutral
16.69,72.49,379,9,neutral,too_dark
26.19,55.65,270,6,neutral,too_bright
12.04,40.55,379,8,cold,neutral
18.34,57.21,801,21,neutral,too_bright
7.78,75.22,632,16,cold,neutral
17.21,47.76,414,20,cold,too_bright
24.68,26.32,150,9,hot,too_dark
27.0,51.35,423,9,hot,neutral
15.14,49.37,217,0,cold,neutral
16.37,29.8,333,16,neutral,neutral
19.59,58.91,178,0,neutral,too_bright
24.03,59.82,979,23,neutral,too_bright
12.12,82.95,175,16,cold,too_dark
21.2,35.11,141,11,neutral,too_dark
9.71,63.12,670,15,cold,neutral
25.54,69.52,328,23,hot,too_bright
7.16,63.88,1023,3,cold,too_bright
25.51,42.15,408,17,neutral,neutral
23.7,41.19,684,20,neutral,too_bright
17.39,61.24,846,14,neutral,too_bright
20.41,56.35,996,15,neutral,too_bright
25.47,47.72,815,12,hot,neutral
13.08,73.16,567,3,cold,too_bright
23.4,52.76,819,23,neutral,too_bright
11.83,24.81,300,6,cold,too_bright
21.86,55.32,872,9,neutral,too_bright
19.67,65.63,863,23,neutral,too_bright
17.57,58.56,412,1,cold,too_bright
18.34,62.09,64,9,neutral,too_dark
19.8,78.32,720,13,cold,too_bright
32.38,37.45,98,5,hot,neutral
13.4,48.37,2,16,cold,too_dark
16.33,78.71,926,12,cold,too_bright
25.76,26.21,552,6,neutral,too_bright
11.15,57.18,643,4,cold,too_bright
18.08,74.58,908,6,neutral,too_bright
22.11,71.67,948,19,neutral,too_bright
34.25,66.39,953,12,hot,too_bright
18.14,61.79,66,19,cold,too_dark
20.65,38.61,342,17,cold,neutral
13.76,75.02,807,19,cold,too_bright
22.85,38.32,53,20,neutral,neutral
31.76,41.44,215,14,hot,too_dark
11.86,61.25,552,8,cold,neutral
24.66,46.88,365,16,neutral,neutral
29.0,56.7,190,22,hot,too_bright
12.86,63.13,904,7,cold,neutral
29.68,81.28,454,11,hot,neutral
25.79,60.5,466,21,hot,too_bright
21.19,47.62,714,14,neutral,neutral
22.73,67.49,684,3,cold,too_bright
25.88,40.6,508,8,hot,neutral
22.19,65.7,853,6,neutral,too_bright
21.43,55.77,333,11,neutral,neutral
17.59,58.73,909,23,cold,too_bright
11.68,25.74,897,20,cold,too_bright
23.36,20.0,0,23,neutral,neutral
28.48,34.57,773,17,hot,too_bright
26.43,82.49,198,12,hot,too_dark
25.24,42.69,506,15,neutral,neutral
31.75,64.7,1005,11,hot,too_bright
31.03,48.03,220,0,hot,too_bright
15.91,52.39,552,2,cold,too_bright
27.21,53.22,785,13,hot,too_bright
23.95,79.36,473,15,neutral,neutral
27.78,62.65,101,6,hot,neutral
30.1,61.29,94,0,hot,neutral
23.19,76.42,572,1,neutral,too_bright
28.66,44.76,16,7,hot,too_dark
19.26,72.72,26,20,neutral,neutral
30.24,71.06,1008,10,hot,too_bright
17.58,71.34,583,23,cold,too_bright
18.68,50.33,454,21,neutral,too_bright
10.83,48.34,117,20,cold,neutral
24.67,43.37,775,23,neutral,too_bright
24.59,40.72,506,5,neutral,too_bright
16.92,38.63,192,23,cold,too_bright
22.43,60.45,754,22,neutral,too_bright
19.62,50.75,205,19,neutral,too_dark
32.98,61.13,485,4,hot,too_bright
15.78,61.38,550,6,cold,too_bright
21.32,43.42,292,15,neutral,too_dark
14.15,37.73,897,1,cold,too_bright
18.59,52.74,678,19,neutral,neutral
26.25,44.41,363,10,hot,neutral
23.11,38.42,147,0,neutral,neutral
17.56,83.37,302,7,neutral,neutral
30.24,33.25,490,9,hot,neutral
24.06,85.66,562,15,hot,neutral
20.18,61.45,388,14,neutral,neutral
16.65,69.7,49,8,cold,too_dark
23.19,69.79,675,14,neutral,neutral
16.31,60.5,379,21,neutral,too_bright
22.84,81.56,379,8,neutral,neutral
27.55,39.13,572,8,hot,neutral
32.1,53.05,870,2,hot,too_bright
23.94,40.52,0,9,neutral,too_dark
31.14,29.12,986,6,hot,too_bright
17.02,44.59,633,18,cold,neutral
21.82,80.81,538,2,neutral,too_bright
11.53,53.11,41,14,cold,too_dark
28.09,87.9,710,18,hot,neutral
12.27,83.44,762,6,cold,too_bright
19.34,95.0,587,1,neutral,too_bright
27.66,82.74,762,16,hot,too_bright
24.4,89.3,901,14,hot,too_bright
30.32,60.03,874,13,hot,too_bright
15.09,58.6,362,21,cold,too_bright
11.67,59.79,684,2,cold,too_bright
12.92,52.74,20,4,cold,neutral
19.81,59.42,541,11,neutral,neutral
16.14,66.45,191,13,cold,too_dark
28.01,49.2,273,22,hot,neutral
8.12,36.76,655,14,cold,neutral
13.16,56.61,423,5,cold,too_bright
34.39,45.87,849,20,hot,too_bright
29.42,45.83,102,9,hot,too_dark
15.67,54.9,1010,20,cold,too_bright
28.38,47.82,734,6,hot,too_bright
11.07,73.52,424,18,cold,neutral
28.2,50.39,32,12,hot,too_dark
15.92,73.21,86,13,cold,too_dark
28.21,58.66,387,23,neutral,too_bright
15.05,53.36,613,3,cold,too_bright
27.3,55.31,538,7,hot,neutral
15.73,34.89,301,4,cold,too_bright
16.56,61.92,669,19,cold,neutral
15.14,70.71,637,20,cold,too_bright
20.36,73.77,326,20,neutral,too_bright
15.83,35.77,292,5,cold,too_bright
27.46,32.72,475,6,hot,too_bright
15.86,47.85,729,9,cold,too_bright
21.11,79.63,573,18,neutral,neutral
16.1,59.36,117,18,cold,too_dark
27.69,43.55,952,23,hot,too_bright
31.6,32.66,193,18,hot,too_dark
23.83,44.42,669,22,neutral,too_bright
22.16,44.5,40,6,neutral,neutral
28.6,67.53,251,14,hot,too_dark
26.45,68.94,558,12,neutral,neutral
20.1,39.12,876,3,cold,too_bright
11.43,65.39,577,22,cold,too_bright
21.71,65.95,56,2,neutral,neutral
12.56,38.65,989,20,cold,too_bright
22.65,54.27,274,6,neutral,too_bright
13.0,61.09,394,5,cold,too_bright
28.01,57.68,74,14,hot,too_dark
23.89,21.76,743,11,neutral,neutral
21.82,55.22,434,9,neutral,neutral
25.48,65.96,183,21,neutral,neutral
19.69,77.02,632,16,neutral,neutral
26.97,46.68,191,14,hot,too_dark
12.24,48.64,524,18,cold,neutral
17.26,51.34,654,19,cold,neutral
17.68,58.19,855,4,cold,too_bright
22.82,56.47,689,10,hot,neutral
21.48,63.98,524,21,neutral,too_bright
31.43,39.38,25,19,hot,too_dark
14.99,56.27,289,1,cold,too_bright
19.5,42.4,564,5,neutral,too_bright
20.39,50.83,526,6,neutral,too_bright
15.98,75.58,535,12,neutral,neutral
15.6,33.04,791,19,cold,neutral
22.85,47.81,917,11,neutral,too_bright
24.2,35.11,489,4,hot,too_bright
10.27,56.32,146,13,cold,too_dark
19.69,71.63,459,5,cold,too_bright
13.18,57.04,270,16,cold,too_dark
16.93,49.87,514,23,cold,too_bright
28.51,75.62,588,15,hot,neutral
14.43,64.8,589,21,cold,too_bright
23.53,69.44,605,13,neutral,neutral
26.52,67.09,338,19,hot,neutral
28.03,20.0,179,22,hot,neutral
17.5,52.87,900,4,cold,too_bright
13.6,37.71,418,15,cold,neutral
17.92,43.04,198,6,neutral,neutral
16.3,74.85,1023,2,cold,too_bright
13.72,49.82,11,5,cold,neutral
16.64,82.06,392,3,cold,too_bright
22.46,30.46,784,4,hot,too_bright
13.34,37.39,412,0,cold,too_bright
29.31,68.94,857,23,hot,too_bright
16.89,50.16,370,10,cold,neutral
15.03,52.5,653,3,cold,too_bright
24.65,51.97,469,8,neutral,neutral
28.73,54.67,466,17,hot,neutral
14.54,49.84,471,15,cold,neutral
15.31,58.74,991,1,cold,too_bright
12.54,63.83,796,3,cold,too_bright
12.51,79.58,404,13,cold,neutral
16.22,52.03,428,23,cold,too_bright
28.59,47.8,399,1,hot,too_bright
14.27,48.31,751,20,cold,too_bright
30.57,80.11,588,1,hot,too_bright
18.97,66.12,489,11,neutral,neutral
25.98,26.72,418,5,neutral,too_bright
21.13,24.17,420,10,neutral,neutral
30.79,44.43,561,22,hot,too_bright
7.53,57.43,843,5,cold,too_bright
28.55,55.62,1016,15,hot,too_bright
10.8,64.25,37,7,cold,too_dark
23.0,54.34,221,15,neutral,too_dark
26.02,77.97,709,1,hot,too_bright
14.39,68.52,134,7,cold,too_dark
30.3,53.65,607,22,hot,too_bright
11.96,70.46,471,17,cold,neutral
15.35,27.52,168,22,cold,too_bright
27.58,50.84,497,16,hot,neutral
13.62,60.11,531,4,cold,too_bright
24.24,62.06,728,11,neutral,neutral
26.8,27.02,810,21,neutral,too_bright
29.16,50.98,1022,16,hot,too_bright
28.2,59.51,429,12,hot,neutral
23.17,66.68,698,20,neutral,too_bright
18.0,72.25,816,2,cold,too_bright
24.47,67.31,1023,23,neutral,too_bright
22.51,52.53,654,3,neutral,too_bright
19.13,61.8,229,23,neutral,too_bright
21.51,50.52,362,19,neutral,neutral
22.21,55.77,265,11,neutral,too_dark
29.58,65.47,205,11,hot,too_dark
21.59,51.12,305,0,neutral,too_bright
21.01,60.7,519,7,neutral,neutral
24.62,68.75,754,5,neutral,too_bright
16.66,62.6,282,16,cold,too_dark
23.57,73.71,144,4,neutral,neutral
36.23,91.45,119,19,hot,too_dark
13.26,67.94,187,7,cold,too_dark
31.61,43.24,377,20,hot,too_bright
24.32,61.22,425,8,neutral,neutral
29.04,59.29,423,18,hot,neutral
19.93,62.9,320,16,cold,too_dark
22.53,80.2,425,23,neutral,too_bright
16.4,28.28,692,12,cold,neutral
21.18,76.76,92,8,neutral,too_dark
28.15,81.1,921,15,hot,neutral
21.56,66.77,303,0,neutral,too_bright
30.43,59.28,132,23,hot,too_bright
23.89,50.26,188,16,neutral,too_dark
11.7,53.36,561,1,cold,too_bright
17.19,62.03,543,4,neutral,too_bright
28.89,66.71,101,0,neutral,neutral
21.61,62.2,492,16,neutral,neutral
22.77,63.48,205,15,neutral,too_dark
28.67,68.32,924,3,hot,too_bright
33.65,65.3,327,13,hot,too_dark
18.76,36.17,984,11,neutral,too_bright
16.57,67.15,587,11,cold,neutral
31.14,81.36,986,14,hot,too_bright
16.56,56.22,555,20,cold,too_bright
12.78,78.52,164,21,cold,neutral
22.09,45.13,688,3,neutral,too_bright
22.22,54.77,499,22,neutral,too_bright
27.54,46.56,882,13,hot,too_bright
30.2,74.97,421,4,hot,too_bright
16.82,83.03,194,22,cold,neutral
16.8,53.53,104,8,cold,too_dark
23.23,72.36,751,10,neutral,neutral
31.96,80.84,247,23,hot,too_bright
9.39,53.22,673,13,cold,neutral
15.83,55.95,99,3,cold,too_bright
19.87,67.08,71,1,neutral,neutral
21.1,43.83,752,19,neutral,neutral
30.25,57.85,287,8,hot,neutral
27.59,86.98,615,2,hot,too_bright
20.96,48.04,42,0,neutral,neutral
31.72,69.73,186,22,hot,neutral
14.85,60.67,99,13,cold,too_dark
20.37,52.55,310,12,neutral,too_dark
15.32,52.5,290,14,cold,neutral
17.77,82.77,406,10,cold,neutral
10.0,61.74,269,22,cold,too_bright
11.27,64.14,471,14,cold,neutral
32.77,78.77,893,15,hot,too_bright
31.47,51.9,85,21,hot,neutral
20.44,44.08,863,0,neutral,too_bright
20.65,78.42,433,7,neutral,neutral
22.78,55.35,580,19,neutral,neutral
18.3,68.86,672,2,cold,too_bright
20.63,42.11,768,7,neutral,too_bright
12.3,62.5,934,3,cold,too_bright
17.78,38.21,1023,17,cold,too_bright
9.99,57.73,91,20,cold,neutral
23.24,44.78,415,6,hot,too_bright
20.7,42.92,558,16,neutral,neutral
32.41,48.54,579,18,hot,neutral
22.08,24.47,1023,21,neutral,too_bright
15.5,34.2,699,22,cold,too_bright
24.42,65.32,446,10,neutral,neutral
28.37,57.37,961,1,hot,too_bright
15.69,40.49,701,17,cold,neutral
17.02,64.3,810,13,cold,too_bright
11.73,39.39,614,11,cold,neutral
15.27,67.82,136,12,cold,too_dark
31.82,51.87,967,15,hot,too_bright
27.75,50.9,692,6,hot,too_bright
15.18,54.88,82,7,cold,too_dark
15.39,92.9,231,8,neutral,too_dark
21.02,45.44,352,11,neutral,neutral
21.97,58.11,288,16,neutral,neutral
20.79,67.4,608,1,cold,too_bright
24.9,40.02,589,7,neutral,neutral
27.32,27.35,215,17,hot,too_dark
22.75,45.74,700,0,neutral,too_bright
14.65,64.64,297,19,cold,too_dark
17.84,52.65,198,18,cold,too_dark
13.12,48.81,980,7,cold,too_bright
26.31,71.11,294,15,hot,neutral
31.07,42.55,248,11,hot,too_dark
26.42,54.48,743,6,hot,too_bright
13.2,29.53,776,3,cold,too_bright
14.92,59.19,180,23,cold,neutral
25.23,57.11,0,20,neutral,neutral
26.87,71.14,878,21,hot,too_bright
16.63,36.44,535,3,neutral,too_bright
17.28,54.43,429,23,neutral,too_bright
23.03,38.16,392,15,neutral,neutral
33.02,53.59,624,12,hot,neutral
19.14,76.04,718,8,neutral,too_bright
23.26,53.8,115,5,neutral,too_bright
27.3,38.54,253,7,hot,neutral
29.94,45.54,982,4,hot,too_bright
24.89,29.9,178,18,hot,too_dark
21.56,33.84,886,22,neutral,too_bright
11.22,66.01,413,23,cold,too_bright
26.67,33.44,197,21,hot,too_bright
28.68,60.05,627,3,hot,too_bright
23.53,52.69,664,17,neutral,neutral
16.5,47.09,389,20,cold,too_bright
14.31,60.7,814,12,cold,neutral
23.72,42.57,107,13,neutral,too_dark
13.97,66.78,142,9,cold,too_dark
24.01,44.31,642,19,neutral,neutral
17.09,46.27,561,16,cold,neutral
21.47,46.09,681,15,neutral,neutral
31.71,64.66,910,0,hot,too_bright
18.6,64.43,973,23,cold,too_bright
24.43,20.0,510,12,neutral,neutral
12.65,56.74,502,22,cold,too_bright
13.41,30.35,950,16,cold,too_bright
16.85,49.03,949,12,cold,too_bright
9.47,51.7,36,18,cold,too_dark
17.38,51.34,532,5,cold,too_bright
16.47,63.43,959,10,cold,too_bright
27.24,65.39,42,0,hot,neutral
34.98,42.7,1023,17,hot,too_bright
26.67,43.61,793,7,hot,too_bright
19.3,55.54,139,2,neutral,neutral
22.69,32.26,624,19,neutral,neutral
34.75,48.09,455,5,hot,too_bright
24.21,74.01,330,5,hot,too_bright
25.69,31.31,618,3,neutral,too_bright
20.65,49.55,757,14,neutral,too_bright
22.0,44.19,931,8,neutral,too_bright
26.51,82.92,446,13,hot,neutral
32.09,46.75,164,8,hot,too_dark
9.37,49.78,826,18,cold,too_bright
26.17,35.39,365,8,hot,neutral
31.09,54.36,756,19,hot,neutral
22.79,59.6,824,11,neutral,too_bright
15.62,43.86,55,0,neutral,neutral
28.58,73.43,475,10,hot,neutral
20.45,58.55,137,5,neutral,neutral
20.95,71.72,607,11,cold,neutral
16.16,50.99,780,2,cold,too_bright
35.04,60.28,541,18,hot,neutral
14.53,49.67,337,14,cold,too_dark
31.23,77.77,982,3,hot,too_bright
9.76,58.55,59,23,cold,neutral
28.39,53.75,130,8,hot,too_dark
24.03,42.92,385,5,neutral,too_bright
25.63,47.56,969,0,hot,too_bright
26.58,58.14,902,5,hot,too_bright
26.21,69.98,568,0,hot,too_bright
30.62,43.66,970,11,hot,too_bright
17.37,55.49,930,14,cold,too_bright
21.37,55.42,608,8,neutral,neutral
34.81,59.12,78,21,hot,neutral
21.54,34.72,925,23,neutral,too_bright
22.22,37.96,646,7,neutral,neutral
16.48,31.84,118,15,cold,too_dark
22.95,55.38,850,9,neutral,too_bright
12.57,45.43,436,6,cold,too_bright
24.67,49.04,825,5,hot,too_bright
28.71,40.19,269,12,hot,too_dark
32.01,48.18,0,3,hot,neutral
26.67,35.36,430,16,neutral,neutral
14.19,65.47,439,21,neutral,too_bright
31.53,61.94,884,8,hot,too_bright
28.56,57.28,118,13,hot,too_dark
11.22,50.04,917,23,cold,too_bright
24.6,25.62,177,16,hot,too_dark
35.4,46.7,965,9,hot,too_bright
22.7,41.72,656,21,neutral,too_bright
22.83,56.3,370,1,neutral,too_bright
28.65,64.71,997,14,hot,too_bright
12.45,60.08,372,6,cold,too_bright
33.77,76.13,663,4,hot,too_bright
23.34,49.57,9,12,neutral,too_dark
21.79,43.44,102,17,neutral,too_dark
31.14,70.62,359,17,hot,neutral
25.39,57.08,253,17,neutral,neutral
21.09,48.22,217,6,neutral,too_bright
20.82,81.64,414,9,neutral,neutral
30.86,66.8,658,2,hot,too_bright
14.52,50.88,114,14,cold,too_dark
18.59,43.11,740,19,cold,too_bright
27.28,74.79,834,11,hot,neutral
24.35,59.93,865,7,neutral,too_bright
27.35,54.76,213,7,neutral,too_dark
29.43,65.4,911,15,hot,too_bright
21.34,63.63,144,16,neutral,too_dark
24.04,64.39,94,11,neutral,too_dark
25.26,68.7,693,5,hot,too_bright
13.93,63.54,765,9,cold,too_bright
28.28,59.59,170,7,hot,too_dark
32.21,43.42,431,2,hot,too_bright
29.33,84.08,430,9,neutral,neutral
17.13,35.38,762,20,cold,too_bright
8.36,59.74,505,14,cold,neutral
22.45,34.13,620,3,neutral,too_bright
12.19,52.76,94,20,cold,neutral
12.97,48.76,976,5,neutral,too_bright
23.18,54.19,578,14,neutral,neutral
8.86,60.03,716,13,cold,neutral
16.11,41.16,480,17,cold,too_dark
16.57,56.43,208,18,neutral,too_dark
32.51,75.66,688,7,hot,neutral
21.85,37.25,278,18,neutral,neutral
19.39,42.08,228,14,neutral,too_dark
21.52,68.15,543,8,neutral,neutral
20.07,56.33,366,2,neutral,too_bright
9.9,58.58,945,13,cold,too_bright
13.29,71.42,674,11,cold,neutral
26.01,40.86,340,11,hot,neutral
20.84,47.64,45,16,neutral,too_dark
31.19,46.44,349,17,hot,neutral
18.29,52.7,123,4,neutral,neutral
15.17,73.08,248,7,cold,too_dark
23.62,30.56,276,21,neutral,too_bright
20.26,36.39,660,14,cold,neutral
20.62,34.9,82,10,neutral,too_dark
22.93,73.88,169,23,neutral,neutral
20.65,45.76,44,16,neutral,too_dark
13.21,50.74,932,20,cold,too_bright
16.08,28.84,1023,11,neutral,too_bright
29.55,53.96,279,3,hot,too_bright
25.89,64.91,469,17,neutral,neutral
25.86,59.87,323,19,neutral,neutral
29.25,48.53,532,14,hot,neutral
23.22,31.02,529,10,neutral,neutral
27.25,51.04,218,2,hot,neutral
21.69,58.63,663,5,neutral,too_bright
12.8,39.91,49,22,cold,neutral
18.31,64.34,643,4,neutral,too_bright
29.93,69.41,779,15,hot,neutral
23.51,48.97,0,15,neutral,too_dark
14.44,68.65,750,11,cold,neutral
12.79,50.77,727,23,cold,too_bright
19.43,71.81,985,16,neutral,too_bright
26.95,81.13,826,23,hot,too_bright
24.41,35.86,0,6,neutral,neutral
16.81,65.13,161,17,cold,too_dark
21.44,76.3,124,18,neutral,too_dark
24.92,39.48,610,22,neutral,too_bright
34.87,45.8,766,9,hot,neutral
20.03,46.8,680,7,neutral,neutral
21.63,51.67,306,19,neutral,too_dark
22.1,45.67,207,17,neutral,too_dark
